age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,final_grade
14,female,public,high school,2.5,89.1,yes,>60 min,no,coaching,d
15,male,public,high school,3.9,86.9,yes,30-60 min,no,notes,c
19,other,private,phd,4.0,93.4,yes,<15 min,no,mixed,d
15,male,private,diploma,5.5,95.7,yes,30-60 min,no,online videos,b
19,female,public,high school,4.8,92.0,yes,15-30 min,yes,coaching,c
18,female,private,phd,4.8,80.7,yes,15-30 min,yes,coaching,c
19,female,private,no formal,5.2,92.2,yes,>60 min,no,mixed,c
18,female,private,diploma,2.5,66.3,yes,<15 min,yes,online videos,e
15,other,private,post graduate,2.2,97.6,yes,>60 min,yes,notes,d
18,female,public,diploma,2.1,58.7,yes,<15 min,yes,textbook,f
15,male,private,phd,6.3,61.5,yes,<15 min,no,online videos,c
15,other,public,diploma,1.2,57.9,yes,15-30 min,no,coaching,f
15,other,public,graduate,2.9,88.9,yes,15-30 min,no,mixed,d
14,male,private,diploma,2.6,71.7,yes,15-30 min,yes,notes,e
14,other,public,diploma,4.9,86.9,no,<15 min,no,coaching,c
15,female,private,diploma,7.4,75.5,yes,15-30 min,yes,notes,c
14,male,private,phd,7.1,70.2,yes,30-60 min,no,coaching,b
16,male,public,post graduate,1.3,94.8,yes,30-60 min,no,mixed,e
14,other,private,diploma,4.6,71.6,yes,<15 min,yes,textbook,c
14,male,public,diploma,0.8,80.9,yes,30-60 min,no,notes,f
19,female,public,diploma,6.4,92.9,yes,15-30 min,no,mixed,a
14,other,private,post graduate,3.3,60.6,yes,30-60 min,no,group study,e
14,other,private,graduate,2.1,70.1,yes,<15 min,no,online videos,e
14,female,private,graduate,4.1,57.2,no,<15 min,no,mixed,d
14,other,public,diploma,3.8,77.1,yes,>60 min,yes,online videos,d
17,male,private,diploma,7.6,89.5,yes,<15 min,yes,notes,a
18,other,public,graduate,0.7,52.8,yes,<15 min,yes,mixed,f
18,male,private,post graduate,7.6,53.0,yes,15-30 min,no,mixed,b
17,male,private,phd,2.3,87.1,yes,30-60 min,yes,online videos,e
14,other,private,no formal,1.6,85.5,yes,15-30 min,yes,group study,e
18,other,private,high school,6.1,70.1,yes,<15 min,yes,mixed,d
14,other,public,post graduate,4.4,68.0,no,30-60 min,yes,mixed,e
17,other,private,no formal,7.2,64.1,yes,<15 min,no,online videos,b
16,male,private,graduate,4.6,53.1,no,30-60 min,yes,group study,d
19,female,public,diploma,4.3,75.7,yes,<15 min,no,coaching,d
15,other,public,high school,2.0,80.8,yes,15-30 min,yes,textbook,e
17,female,public,graduate,7.6,93.3,yes,<15 min,no,online videos,a
16,male,public,graduate,5.5,77.1,yes,15-30 min,yes,notes,c
17,male,private,post graduate,5.0,57.6,yes,30-60 min,no,textbook,d
19,other,public,post graduate,6.4,65.4,yes,<15 min,yes,notes,d
18,other,private,phd,1.3,89.3,yes,30-60 min,yes,mixed,e
16,male,private,diploma,7.0,80.9,yes,15-30 min,yes,group study,b
16,male,public,post graduate,4.3,88.6,yes,15-30 min,yes,coaching,d
18,female,private,post graduate,6.5,70.7,yes,15-30 min,yes,notes,b
16,male,private,phd,5.8,53.4,yes,>60 min,no,coaching,c
15,other,private,graduate,3.9,94.6,yes,30-60 min,yes,online videos,d
16,other,public,high school,6.3,67.5,yes,15-30 min,no,online videos,c
14,female,public,diploma,5.9,54.2,yes,<15 min,no,notes,c
15,other,private,high school,0.5,79.3,yes,>60 min,yes,notes,f
16,male,public,high school,5.8,87.2,yes,30-60 min,yes,coaching,c
18,other,private,high school,4.3,73.9,yes,30-60 min,yes,mixed,d
18,female,private,diploma,6.8,80.7,yes,>60 min,yes,textbook,c
15,female,public,post graduate,6.6,70.9,yes,<15 min,no,mixed,b
16,male,public,high school,1.8,90.7,no,>60 min,no,online videos,d
14,male,public,high school,0.7,89.2,no,<15 min,no,group study,f
18,male,private,no formal,2.0,86.0,yes,30-60 min,no,coaching,e
15,female,private,high school,6.1,51.0,yes,<15 min,yes,mixed,c
18,male,public,diploma,7.0,75.8,yes,<15 min,no,notes,b
19,male,private,diploma,5.8,89.3,yes,30-60 min,yes,textbook,c
18,female,public,diploma,6.7,62.2,yes,30-60 min,no,coaching,c
15,other,public,high school,4.9,63.0,yes,30-60 min,yes,online videos,d
19,male,public,diploma,4.3,95.2,yes,<15 min,yes,online videos,c
18,female,public,graduate,7.8,92.1,no,<15 min,yes,notes,a
17,other,private,no formal,1.1,99.4,yes,15-30 min,yes,group study,e
19,female,private,phd,3.7,74.9,yes,>60 min,yes,coaching,e
19,male,public,high school,2.6,56.2,yes,>60 min,yes,mixed,e
14,male,public,no formal,1.4,50.4,yes,>60 min,no,mixed,f
19,other,public,high school,5.0,85.3,yes,30-60 min,yes,online videos,d
18,female,private,graduate,2.5,90.8,yes,<15 min,no,group study,d
15,male,private,graduate,4.0,71.4,yes,>60 min,yes,mixed,c
15,other,private,no formal,1.5,71.3,yes,15-30 min,no,notes,e
18,other,public,diploma,3.4,92.0,yes,15-30 min,yes,coaching,d
15,other,public,high school,2.0,59.3,no,>60 min,yes,group study,f
16,male,private,phd,7.2,53.2,yes,15-30 min,no,group study,d
18,male,private,high school,4.4,98.3,no,>60 min,yes,mixed,c
17,male,private,phd,6.5,77.1,yes,>60 min,no,mixed,b
19,male,private,graduate,4.1,88.6,yes,15-30 min,no,mixed,c
14,female,private,phd,0.8,97.7,yes,15-30 min,yes,coaching,e
15,female,private,graduate,5.7,90.5,yes,>60 min,yes,online videos,b
19,other,private,no formal,0.9,73.4,yes,>60 min,no,online videos,f
17,male,private,graduate,3.5,82.4,yes,>60 min,no,coaching,d
15,other,public,diploma,4.6,81.6,yes,15-30 min,no,mixed,c
15,other,public,post graduate,6.3,96.3,yes,>60 min,yes,group study,a
16,male,public,diploma,7.2,57.1,yes,15-30 min,no,textbook,c
17,female,public,high school,2.0,84.8,yes,30-60 min,yes,textbook,e
15,female,public,no formal,5.5,93.1,yes,30-60 min,yes,notes,c
17,male,public,post graduate,4.0,68.0,yes,15-30 min,yes,coaching,d
16,male,private,high school,6.3,85.4,no,15-30 min,yes,group study,b
17,other,public,post graduate,7.5,62.5,yes,30-60 min,no,notes,b
14,other,private,no formal,4.5,54.4,yes,<15 min,yes,textbook,d
17,female,public,no formal,2.7,51.3,yes,30-60 min,yes,notes,e
19,male,private,post graduate,6.5,76.5,yes,<15 min,yes,mixed,b
14,male,public,diploma,4.5,52.6,yes,15-30 min,no,notes,e
15,other,private,graduate,7.1,79.6,yes,30-60 min,no,mixed,c
18,female,private,no formal,4.7,68.8,yes,30-60 min,yes,mixed,c
17,female,private,high school,7.5,50.3,yes,>60 min,yes,mixed,c
18,male,public,no formal,0.6,61.3,yes,30-60 min,yes,online videos,f
17,other,private,high school,6.0,86.9,yes,30-60 min,no,online videos,c
18,female,private,high school,3.1,68.9,no,30-60 min,yes,group study,e
17,female,public,diploma,5.5,86.3,yes,>60 min,yes,mixed,c
14,other,private,high school,7.6,90.7,yes,>60 min,no,online videos,a
18,female,private,diploma,5.4,89.8,no,15-30 min,yes,textbook,b
16,other,public,phd,6.1,83.5,yes,>60 min,no,mixed,c
14,female,private,no formal,1.7,87.3,yes,15-30 min,yes,notes,e
16,female,private,phd,1.8,78.5,yes,15-30 min,no,notes,f
16,other,public,diploma,4.8,73.2,yes,<15 min,no,online videos,d
14,female,public,graduate,3.7,53.1,yes,>60 min,yes,mixed,e
19,other,private,post graduate,1.3,98.8,yes,30-60 min,no,notes,d
15,male,private,post graduate,6.0,92.0,yes,30-60 min,no,textbook,c
15,other,public,phd,5.7,83.6,yes,>60 min,no,coaching,b
16,female,private,phd,1.2,82.2,yes,15-30 min,no,textbook,f
18,male,private,no formal,0.9,78.8,yes,<15 min,yes,online videos,f
18,male,private,diploma,3.3,54.7,yes,30-60 min,no,online videos,d
18,other,public,graduate,5.2,66.0,yes,<15 min,yes,group study,d
15,female,private,graduate,7.2,67.0,yes,30-60 min,yes,notes,b
19,other,public,phd,3.8,89.7,yes,<15 min,yes,mixed,d
18,male,private,graduate,1.1,80.2,yes,>60 min,no,mixed,f
16,male,private,diploma,6.8,69.9,yes,<15 min,no,mixed,b
17,other,private,phd,1.4,66.4,yes,15-30 min,yes,textbook,f
14,female,public,post graduate,5.3,92.7,yes,30-60 min,yes,group study,c
18,other,private,post graduate,3.6,89.3,yes,>60 min,yes,notes,d
19,other,public,graduate,7.3,90.7,yes,>60 min,no,coaching,c
16,female,public,no formal,5.8,69.8,yes,<15 min,yes,coaching,c
17,other,private,phd,0.5,74.0,yes,>60 min,yes,mixed,f
16,other,private,post graduate,3.3,78.7,yes,15-30 min,no,online videos,e
14,male,public,no formal,1.9,59.6,no,15-30 min,yes,textbook,f
17,male,private,high school,2.6,68.1,yes,30-60 min,no,online videos,e
18,male,private,diploma,3.5,74.6,no,>60 min,no,mixed,d
19,other,public,high school,4.6,83.5,yes,30-60 min,no,notes,c
19,male,private,graduate,6.5,72.5,yes,15-30 min,no,textbook,b
16,male,private,graduate,1.1,57.7,yes,<15 min,yes,coaching,f
19,female,private,high school,3.8,71.3,no,>60 min,no,notes,d
17,male,private,post graduate,6.9,76.6,no,15-30 min,yes,textbook,b
17,male,public,high school,3.7,82.5,yes,>60 min,yes,mixed,d
17,other,private,no formal,4.4,92.7,yes,15-30 min,yes,mixed,c
19,other,private,phd,6.3,61.6,yes,<15 min,yes,notes,c
18,female,public,high school,5.8,78.0,no,>60 min,yes,notes,c
14,other,public,high school,4.3,70.9,no,<15 min,yes,online videos,c
14,female,private,post graduate,7.8,84.3,yes,>60 min,yes,mixed,b
16,female,private,post graduate,0.8,93.7,yes,<15 min,no,online videos,e
17,female,private,no formal,0.9,73.9,yes,15-30 min,no,online videos,e
18,other,private,no formal,3.7,92.2,yes,<15 min,no,coaching,d
16,male,public,phd,1.7,50.1,yes,>60 min,no,notes,f
17,female,public,graduate,2.1,95.6,yes,<15 min,yes,mixed,e
19,male,private,diploma,1.6,89.4,yes,30-60 min,yes,coaching,d
16,other,private,diploma,5.7,56.7,yes,>60 min,no,mixed,c
16,female,private,graduate,3.7,83.8,no,15-30 min,yes,online videos,d
17,male,public,post graduate,6.8,75.7,yes,<15 min,no,coaching,b
16,female,public,no formal,2.4,98.5,yes,>60 min,yes,notes,e
19,female,public,high school,5.2,65.2,yes,30-60 min,no,group study,d
19,male,private,phd,2.1,80.5,yes,>60 min,no,notes,e
17,other,private,high school,0.6,76.1,no,15-30 min,yes,textbook,f
16,female,public,phd,5.7,61.1,yes,15-30 min,no,mixed,d
17,male,public,diploma,1.6,90.7,no,15-30 min,no,coaching,e
15,female,private,high school,5.7,87.2,yes,<15 min,yes,textbook,b
16,female,private,graduate,5.7,77.2,yes,30-60 min,no,coaching,d
15,female,private,graduate,5.5,97.2,yes,>60 min,no,mixed,b
14,male,private,diploma,4.9,96.3,yes,30-60 min,no,coaching,c
14,other,public,post graduate,7.1,90.9,yes,30-60 min,yes,coaching,a
17,female,private,no formal,1.1,57.6,yes,30-60 min,no,group study,f
14,female,private,no formal,7.5,94.7,yes,<15 min,no,textbook,a
17,other,public,graduate,1.0,65.3,yes,>60 min,yes,coaching,f
16,female,public,graduate,4.2,78.5,yes,<15 min,no,notes,d
16,male,private,post graduate,7.4,98.7,yes,15-30 min,yes,coaching,a
18,female,public,phd,2.5,61.5,yes,30-60 min,no,online videos,e
17,female,public,phd,6.8,60.0,yes,<15 min,no,mixed,c
18,male,private,graduate,4.9,92.6,yes,30-60 min,yes,group study,c
18,male,public,graduate,7.0,50.7,yes,<15 min,yes,online videos,d
14,male,public,phd,0.9,58.7,yes,<15 min,yes,notes,f
15,other,public,phd,4.7,66.4,yes,>60 min,yes,notes,c
17,male,public,no formal,1.9,86.9,yes,30-60 min,yes,online videos,e
19,female,private,graduate,0.6,74.0,no,>60 min,yes,mixed,e
14,other,public,phd,5.7,69.7,yes,<15 min,no,group study,c
14,female,public,no formal,6.1,95.9,yes,>60 min,yes,mixed,a
19,male,private,phd,6.0,87.8,yes,15-30 min,yes,mixed,c
19,other,private,post graduate,6.0,81.6,yes,>60 min,yes,coaching,c
15,female,private,no formal,6.5,67.0,yes,15-30 min,no,notes,c
16,male,public,graduate,4.0,92.9,yes,>60 min,yes,coaching,c
17,female,public,diploma,3.1,62.7,yes,>60 min,yes,notes,d
15,male,private,diploma,6.3,97.3,yes,30-60 min,no,group study,a
15,female,public,graduate,5.5,63.0,yes,15-30 min,yes,textbook,d
16,male,public,post graduate,2.0,91.0,yes,>60 min,yes,mixed,d
17,other,public,phd,3.8,95.7,yes,15-30 min,no,notes,c
15,other,private,diploma,1.9,61.3,yes,<15 min,no,mixed,e
16,other,public,no formal,6.3,61.5,yes,>60 min,yes,textbook,c
15,other,public,phd,2.4,53.9,yes,<15 min,yes,coaching,f
18,male,public,diploma,5.2,67.1,yes,<15 min,yes,coaching,d
14,male,public,post graduate,6.0,75.0,yes,<15 min,no,textbook,c
15,other,private,post graduate,7.9,54.3,no,30-60 min,yes,notes,b
15,female,private,no formal,3.7,57.3,yes,<15 min,no,coaching,d
19,female,private,diploma,7.0,71.1,yes,<15 min,no,notes,b
19,other,public,no formal,5.5,59.0,yes,>60 min,yes,notes,d
17,female,public,graduate,0.6,88.7,yes,<15 min,no,mixed,f
14,other,public,post graduate,3.4,66.1,yes,30-60 min,no,mixed,d
18,other,private,graduate,3.5,52.3,yes,15-30 min,yes,mixed,e
16,male,private,high school,1.4,57.7,yes,15-30 min,yes,mixed,f
19,other,private,phd,3.8,65.4,yes,>60 min,yes,group study,d
16,male,private,no formal,1.4,57.3,yes,15-30 min,yes,mixed,f
19,male,public,no formal,6.8,60.8,yes,<15 min,yes,online videos,c
18,other,public,diploma,3.2,60.3,yes,15-30 min,no,notes,e
15,other,public,phd,1.9,70.9,yes,15-30 min,no,notes,f
18,male,private,phd,5.0,76.2,yes,>60 min,no,coaching,c
15,female,private,graduate,6.9,81.1,yes,30-60 min,yes,mixed,c
16,female,private,phd,7.5,95.5,yes,<15 min,yes,online videos,b
15,female,public,phd,7.2,84.4,yes,>60 min,no,group study,a
18,other,private,graduate,7.1,59.9,yes,>60 min,no,group study,c
15,male,private,no formal,3.1,72.5,yes,15-30 min,yes,coaching,d
17,other,public,phd,4.3,86.5,yes,15-30 min,yes,coaching,c
17,male,private,graduate,3.3,77.8,yes,15-30 min,yes,group study,e
18,male,private,no formal,7.4,58.5,yes,30-60 min,no,notes,c
19,female,private,phd,1.2,89.4,no,15-30 min,no,notes,e
14,male,private,diploma,4.7,59.8,yes,15-30 min,no,online videos,d
19,female,public,post graduate,2.4,67.2,yes,15-30 min,no,group study,e
14,female,private,high school,6.9,86.7,yes,>60 min,yes,online videos,b
17,female,public,no formal,3.0,98.5,yes,<15 min,yes,textbook,e
16,male,public,diploma,7.0,94.5,yes,<15 min,no,notes,a
17,other,private,diploma,7.5,98.5,yes,<15 min,yes,mixed,a
18,male,private,phd,1.8,69.8,yes,<15 min,no,coaching,e
19,male,public,no formal,6.2,71.8,yes,30-60 min,no,notes,c
16,female,public,phd,3.1,58.1,yes,15-30 min,no,online videos,e
19,other,public,no formal,3.5,73.6,yes,15-30 min,yes,notes,d
15,female,public,phd,2.6,89.0,yes,>60 min,yes,coaching,d
15,other,private,post graduate,5.1,53.4,yes,>60 min,yes,textbook,e
16,other,public,diploma,3.1,66.0,yes,>60 min,yes,group study,e
17,other,public,phd,6.1,96.3,yes,30-60 min,no,notes,c
18,male,private,diploma,6.3,59.1,yes,>60 min,no,group study,d
18,other,private,graduate,3.5,64.9,yes,<15 min,yes,online videos,e
15,male,private,no formal,0.5,96.8,yes,15-30 min,yes,group study,e
15,other,private,no formal,1.0,67.2,yes,30-60 min,no,online videos,f
19,other,private,diploma,2.6,91.5,yes,>60 min,no,notes,e
16,male,private,high school,7.7,64.4,yes,30-60 min,yes,online videos,b
15,male,public,high school,3.5,62.9,yes,30-60 min,yes,group study,d
19,other,public,diploma,6.1,59.4,no,<15 min,no,coaching,c
16,male,public,graduate,7.5,53.1,yes,>60 min,no,coaching,c
19,other,private,no formal,3.1,70.8,yes,>60 min,yes,group study,e
19,female,public,post graduate,4.7,85.7,yes,15-30 min,no,notes,c
19,female,private,phd,6.9,75.3,yes,>60 min,no,group study,b
17,other,private,phd,5.1,70.4,yes,<15 min,yes,notes,d
18,male,public,high school,1.3,60.2,yes,>60 min,no,online videos,f
19,female,private,phd,6.3,84.2,yes,30-60 min,yes,mixed,b
15,other,private,no formal,7.3,62.6,yes,30-60 min,yes,online videos,b
14,male,public,no formal,6.3,51.6,yes,30-60 min,yes,mixed,c
15,male,public,post graduate,6.1,98.2,yes,>60 min,no,coaching,b
17,male,private,post graduate,6.2,97.1,yes,15-30 min,yes,mixed,a
17,female,public,no formal,5.1,60.7,yes,<15 min,yes,notes,d
14,male,public,diploma,2.4,61.9,yes,30-60 min,no,coaching,f
17,male,private,diploma,7.3,79.0,yes,>60 min,no,notes,b
15,other,public,post graduate,1.5,71.4,yes,>60 min,no,textbook,e
17,female,public,graduate,6.7,94.4,yes,>60 min,no,notes,b
17,female,private,graduate,3.2,71.3,yes,<15 min,yes,mixed,d
17,female,public,no formal,5.6,56.8,yes,<15 min,yes,textbook,c
16,other,private,phd,6.5,77.3,yes,<15 min,yes,textbook,b
16,female,private,graduate,6.5,55.7,yes,30-60 min,yes,notes,c
18,female,public,post graduate,1.7,72.4,yes,15-30 min,yes,group study,e
18,other,public,diploma,5.1,78.9,yes,<15 min,no,notes,c
18,male,public,high school,2.1,97.3,yes,15-30 min,no,mixed,d
16,female,private,post graduate,1.3,64.7,yes,30-60 min,yes,coaching,f
16,other,private,high school,4.4,82.5,yes,<15 min,yes,textbook,d
15,female,public,high school,7.9,50.0,yes,>60 min,yes,mixed,c
17,other,private,graduate,7.9,93.6,yes,15-30 min,no,mixed,a
14,other,private,diploma,4.8,65.9,yes,<15 min,yes,notes,d
16,female,public,phd,6.3,62.0,yes,15-30 min,yes,mixed,d
15,other,private,graduate,2.4,55.1,yes,15-30 min,yes,group study,e
17,male,private,diploma,2.2,89.3,yes,>60 min,no,notes,d
19,male,public,no formal,5.8,52.8,no,<15 min,no,textbook,d
19,other,public,diploma,6.4,80.9,yes,15-30 min,no,textbook,b
16,male,private,no formal,6.1,65.8,yes,30-60 min,yes,mixed,c
14,female,private,high school,1.3,85.6,yes,>60 min,no,textbook,e
15,female,public,high school,3.2,98.3,yes,<15 min,no,textbook,c
14,female,private,graduate,0.8,63.7,yes,<15 min,no,notes,e
18,other,public,no formal,6.4,81.0,no,>60 min,yes,online videos,b
19,male,public,no formal,2.8,68.5,no,>60 min,yes,group study,e
17,female,public,no formal,3.7,75.5,yes,15-30 min,no,mixed,e
15,male,private,phd,4.8,54.2,yes,15-30 min,no,online videos,e
14,male,public,phd,0.5,60.2,yes,<15 min,yes,coaching,f
19,male,private,high school,3.2,89.7,yes,>60 min,yes,notes,d
15,other,public,diploma,6.0,67.2,yes,>60 min,no,coaching,c
14,male,public,high school,2.6,50.1,yes,30-60 min,no,textbook,e
15,other,private,graduate,4.8,66.0,yes,30-60 min,yes,group study,d
15,female,public,graduate,7.8,83.5,no,30-60 min,no,coaching,b
17,female,private,high school,1.4,98.6,no,15-30 min,no,textbook,e
19,other,private,graduate,2.5,92.7,yes,15-30 min,no,textbook,d
15,other,private,no formal,5.6,87.8,yes,>60 min,no,group study,c
18,male,public,graduate,5.0,96.5,no,15-30 min,no,online videos,c
14,other,private,post graduate,7.8,83.0,no,>60 min,yes,online videos,b
14,other,private,no formal,0.8,76.0,yes,15-30 min,no,group study,f
14,other,public,post graduate,7.1,77.0,yes,>60 min,yes,mixed,c
19,male,public,post graduate,4.2,97.2,yes,15-30 min,yes,textbook,c
17,female,public,phd,2.2,50.1,yes,15-30 min,yes,coaching,f
18,female,private,post graduate,4.3,75.8,yes,<15 min,yes,mixed,d
14,female,public,no formal,3.6,88.5,no,15-30 min,no,textbook,c
14,female,public,no formal,1.8,51.9,yes,30-60 min,yes,group study,f
19,female,private,no formal,2.1,91.2,no,30-60 min,no,coaching,d
14,female,private,graduate,2.7,92.2,yes,30-60 min,no,textbook,e
14,female,private,post graduate,4.6,76.2,yes,30-60 min,no,notes,d
17,other,private,graduate,1.1,91.4,yes,15-30 min,no,online videos,e
17,other,public,high school,1.2,57.1,yes,15-30 min,no,coaching,f
15,male,public,high school,3.0,97.2,no,<15 min,no,textbook,d
16,female,public,no formal,5.8,52.4,yes,<15 min,no,coaching,c
18,other,public,diploma,7.8,51.9,yes,30-60 min,no,mixed,c
16,female,public,high school,0.6,76.2,no,15-30 min,yes,coaching,f
